new_id,sentence_id,sentence,sentence_tokens,type,dimension_group,speech_act
DOC000005,SENT013,""" As fintechs começarão a se perguntar se vale a pena virar banco "" , disse Rubens Vidigal Neto , sócio de o PVG Advogados .","['""', 'As', 'fintechs', 'começarão', 'a', 'se', 'perguntar', 'se', 'vale', 'a', 'pena', 'virar', 'banco', '""', ',', 'disse', 'Rubens', 'Vidigal', 'Neto', ',', 'sócio', 'de', 'o', 'PVG', 'Advogados', '.']",General-purpose functions,Information-providing functions,inform
DOC000005,SENT014,"Atento a esse movimento , o CBSS já visualiza aprofundar a aproximação com as fintechs .","['Atento', 'a', 'esse', 'movimento', ',', 'o', 'CBSS', 'já', 'visualiza', 'aprofundar', 'a', 'aproximação', 'com', 'as', 'fintechs', '.']",General-purpose functions,Information-providing functions,inform
DOC000005,SENT015,"Em um primeiro momento , as conversas envolvem proposta de remuneração mais atrativa , em a qual o banco pode repassar a as parceiras mais de o que apenas um valor por a originação de negócios .","['Em', 'um', 'primeiro', 'momento', ',', 'as', 'conversas', 'envolvem', 'proposta', 'de', 'remuneração', 'mais', 'atrativa', ',', 'em', 'a', 'qual', 'o', 'banco', 'pode', 'repassar', 'a', 'as', 'parceiras', 'mais', 'de', 'o', 'que', 'apenas', 'um', 'valor', 'por', 'a', 'originação', 'de', 'negócios', '.']",General-purpose functions,Information-providing functions,inform
DOC000005,SENT016,Mas com por o menos uma de elas as conversas já evoluíram para participação societária .,"['Mas', 'com', 'por', 'o', 'menos', 'uma', 'de', 'elas', 'as', 'conversas', 'já', 'evoluíram', 'para', 'participação', 'societária', '.']",General-purpose functions,Information-providing functions,inform
DOC000005,SENT017,""" Estamos em negociações finais para sermos sócios de uma de elas ( fintech ) "" , disse Giovane , sem dar mais detalhes .","['""', 'Estamos', 'em', 'negociações', 'finais', 'para', 'sermos', 'sócios', 'de', 'uma', 'de', 'elas', '(', 'fintech', ')', '""', ',', 'disse', 'Giovane', ',', 'sem', 'dar', 'mais', 'detalhes', '.']",General-purpose functions,Information-providing functions,inform
DOC000005,SENT018,"A entrada de o CBSS em o crédito digital é motivada , de entre outros fatores , por o interesse de os sócios em acelerar a rentabilização de o negócio , disse o executivo .","['A', 'entrada', 'de', 'o', 'CBSS', 'em', 'o', 'crédito', 'digital', 'é', 'motivada', ',', 'de', 'entre', 'outros', 'fatores', ',', 'por', 'o', 'interesse', 'de', 'os', 'sócios', 'em', 'acelerar', 'a', 'rentabilização', 'de', 'o', 'negócio', ',', 'disse', 'o', 'executivo', '.']",General-purpose functions,Information-providing functions,inform
DOC000005,SENT020,"Essa plataforma começa a operar ainda este mês um marketplace , inclusive com produtos como os de a Apple Store .","['Essa', 'plataforma', 'começa', 'a', 'operar', 'ainda', 'este', 'mês', 'um', 'marketplace', ',', 'inclusive', 'com', 'produtos', 'como', 'os', 'de', 'a', 'Apple', 'Store', '.']",General-purpose functions,Information-providing functions,inform
DOC000005,SENT021,"A partir de novembro , a Digio incluirá oferta de crédito pessoal .","['A', 'partir', 'de', 'novembro', ',', 'a', 'Digio', 'incluirá', 'oferta', 'de', 'crédito', 'pessoal', '.']",General-purpose functions,Information-providing functions,inform
DOC000005,SENT022,Todas essas frentes consumiram investimentos que levam mais tempo para dar retorno .,"['Todas', 'essas', 'frentes', 'consumiram', 'investimentos', 'que', 'levam', 'mais', 'tempo', 'para', 'dar', 'retorno', '.']",General-purpose functions,Information-providing functions,inform
DOC000005,SENT023,"O banco , que tinha patrimônio de R$ 410 milhões em junho , já opera em o azul desde o mês passado , mas o plano é começar a ter lucro .","['O', 'banco', ',', 'que', 'tinha', 'patrimônio', 'de', 'R$', '410', 'milhões', 'em', 'junho', ',', 'já', 'opera', 'em', 'o', 'azul', 'desde', 'o', 'mês', 'passado', ',', 'mas', 'o', 'plano', 'é', 'começar', 'a', 'ter', 'lucro', '.']",General-purpose functions,Information-providing functions,inform
DOC000005,SENT024,""" As parcerias com as fintechs em o crédito são um negócio que permite retorno quase imediato "" , disse Giovane .","['""', 'As', 'parcerias', 'com', 'as', 'fintechs', 'em', 'o', 'crédito', 'são', 'um', 'negócio', 'que', 'permite', 'retorno', 'quase', 'imediato', '""', ',', 'disse', 'Giovane', '.']",General-purpose functions,Information-providing functions,inform
DOC000005,SENT025,CBSS inicia acordos com fintechs e quer 30% de o crédito digital em 2018 .,"['CBSS', 'inicia', 'acordos', 'com', 'fintechs', 'e', 'quer', '30', '%', 'de', 'o', 'crédito', 'digital', 'em', '2018', '.']",General-purpose functions,Information-providing functions,inform
DOC000006,SENT003,O sumiço de Maldonado se transformou em um de os temas de a campanha para as eleições legislativas que ocorrem em o próximo dia 22 .,"['O', 'sumiço', 'de', 'Maldonado', 'se', 'transformou', 'em', 'um', 'de', 'os', 'temas', 'de', 'a', 'campanha', 'para', 'as', 'eleições', 'legislativas', 'que', 'ocorrem', 'em', 'o', 'próximo', 'dia', '22', '.']",General-purpose functions,Information-providing functions,inform
DOC000006,SENT004,"Marchas e protestos vêm ocorrendo em várias cidades desde então , e há cartazes pedindo o "" reaparecimento com vida "" de o ativista .","['Marchas', 'e', 'protestos', 'vêm', 'ocorrendo', 'em', 'várias', 'cidades', 'desde', 'então', ',', 'e', 'há', 'cartazes', 'pedindo', 'o', '""', 'reaparecimento', 'com', 'vida', '""', 'de', 'o', 'ativista', '.']",General-purpose functions,Information-providing functions,inform
DOC000006,SENT005,"Maldonado havia se juntado a um protesto de indígenas mapuche que reivindicam um território em a Província de Chubut , em o sul de o país , hoje sob posse de a companhia italiana Benetton .","['Maldonado', 'havia', 'se', 'juntado', 'a', 'um', 'protesto', 'de', 'indígenas', 'mapuche', 'que', 'reivindicam', 'um', 'território', 'em', 'a', 'Província', 'de', 'Chubut', ',', 'em', 'o', 'sul', 'de', 'o', 'país', ',', 'hoje', 'sob', 'posse', 'de', 'a', 'companhia', 'italiana', 'Benetton', '.']",General-purpose functions,Information-providing functions,inform
DOC000006,SENT006,"Em a ocasião , houve enfrentamento de a Gendarmeria ( polícia de fronteiras argentina ) com os manifestantes , e testemunhas alegam que Maldonado foi levado por os agentes .","['Em', 'a', 'ocasião', ',', 'houve', 'enfrentamento', 'de', 'a', 'Gendarmeria', '(', 'polícia', 'de', 'fronteiras', 'argentina', ')', 'com', 'os', 'manifestantes', ',', 'e', 'testemunhas', 'alegam', 'que', 'Maldonado', 'foi', 'levado', 'por', 'os', 'agentes', '.']",General-purpose functions,Information-providing functions,inform
DOC000006,SENT008,"A ex-presidente Cristina Kirchner , candidata a o Senado por a oposição , tem usado a imagem de Maldonado em campanha , dizendo ser o "" primeiro desaparecido político de o governo Macri "" .","['A', 'ex-presidente', 'Cristina', 'Kirchner', ',', 'candidata', 'a', 'o', 'Senado', 'por', 'a', 'oposição', ',', 'tem', 'usado', 'a', 'imagem', 'de', 'Maldonado', 'em', 'campanha', ',', 'dizendo', 'ser', 'o', '""', 'primeiro', 'desaparecido', 'político', 'de', 'o', 'governo', 'Macri', '""', '.']",General-purpose functions,Information-providing functions,inform
DOC000006,SENT009,"Apesar de a pergunta , Bono e Macri se trataram de forma cordial .","['Apesar', 'de', 'a', 'pergunta', ',', 'Bono', 'e', 'Macri', 'se', 'trataram', 'de', 'forma', 'cordial', '.']",General-purpose functions,Information-providing functions,inform
DOC000006,SENT010,"Após o encontro , o cantor disse que havia "" sentido que o presidente está comprometido em a missão de encontrar Maldonado "" .","['Após', 'o', 'encontro', ',', 'o', 'cantor', 'disse', 'que', 'havia', '""', 'sentido', 'que', 'o', 'presidente', 'está', 'comprometido', 'em', 'a', 'missão', 'de', 'encontrar', 'Maldonado', '""', '.']",General-purpose functions,Information-providing functions,inform
DOC000006,SENT011,"E acrescentou que vinha a o país "" reforçar o pedido para que o caso seja esclarecido , em nome de a Anistia Internacional "" .","['E', 'acrescentou', 'que', 'vinha', 'a', 'o', 'país', '""', 'reforçar', 'o', 'pedido', 'para', 'que', 'o', 'caso', 'seja', 'esclarecido', ',', 'em', 'nome', 'de', 'a', 'Anistia', 'Internacional', '""', '.']",General-purpose functions,Information-providing functions,inform
DOC000006,SENT012,"Além de isso , Bono afirmou que ambos trataram de alguns temas de a pauta de a próxima reunião de o G-20 , que ocorrerá em a Argentina em o ano que vem .","['Além', 'de', 'isso', ',', 'Bono', 'afirmou', 'que', 'ambos', 'trataram', 'de', 'alguns', 'temas', 'de', 'a', 'pauta', 'de', 'a', 'próxima', 'reunião', 'de', 'o', 'G-20', ',', 'que', 'ocorrerá', 'em', 'a', 'Argentina', 'em', 'o', 'ano', 'que', 'vem', '.']",General-purpose functions,Information-providing functions,inform
DOC000006,SENT013,O país assume em dezembro a presidência rotativa de o grupo que congrega as 20 maiores economias .,"['O', 'país', 'assume', 'em', 'dezembro', 'a', 'presidência', 'rotativa', 'de', 'o', 'grupo', 'que', 'congrega', 'as', '20', 'maiores', 'economias', '.']",General-purpose functions,Information-providing functions,inform
DOC000006,SENT014,As pessoas pensam que esses eventos são apenas encontros com jantares luxuosos .,"['As', 'pessoas', 'pensam', 'que', 'esses', 'eventos', 'são', 'apenas', 'encontros', 'com', 'jantares', 'luxuosos', '.']",General-purpose functions,Information-providing functions,inform
DOC000006,SENT016,"Em encontro , Bono pergunta a Macri sobre argentino desaparecido .","['Em', 'encontro', ',', 'Bono', 'pergunta', 'a', 'Macri', 'sobre', 'argentino', 'desaparecido', '.']",General-purpose functions,Information-providing functions,inform
DOC000007,SENT001,O italiano Cesare Battisti disse em esta segunda-feira ( 9 ) que tem liberdade para sair de o Brasil quando quiser .,"['O', 'italiano', 'Cesare', 'Battisti', 'disse', 'em', 'esta', 'segunda-feira', '(', '9', ')', 'que', 'tem', 'liberdade', 'para', 'sair', 'de', 'o', 'Brasil', 'quando', 'quiser', '.']",General-purpose functions,Information-providing functions,inform
DOC000007,SENT003,"Eu sou um imigrante , com visto permanente em o país .","['Eu', 'sou', 'um', 'imigrante', ',', 'com', 'visto', 'permanente', 'em', 'o', 'país', '.']",General-purpose functions,Information-providing functions,inform
DOC000007,SENT004,Eu posso sair de esse país quando e como quero .,"['Eu', 'posso', 'sair', 'de', 'esse', 'país', 'quando', 'e', 'como', 'quero', '.']",General-purpose functions,Information-providing functions,inform
DOC000007,SENT005,"Não tenho nenhuma restrição , afirmou ele em entrevista a a TV Tribuna , afiliada de a TV Globo .","['Não', 'tenho', 'nenhuma', 'restrição', ',', 'afirmou', 'ele', 'em', 'entrevista', 'a', 'a', 'TV', 'Tribuna', ',', 'afiliada', 'de', 'a', 'TV', 'Globo', '.']",General-purpose functions,Information-providing functions,inform
DOC000007,SENT006,Battisti foi detido em a semana passada acusado de evasão de divisas a o tentar atravessar a fronteira com a Bolívia portando dólares e euros em o valor equivalente a pouco mais de R$ 23 mil .,"['Battisti', 'foi', 'detido', 'em', 'a', 'semana', 'passada', 'acusado', 'de', 'evasão', 'de', 'divisas', 'a', 'o', 'tentar', 'atravessar', 'a', 'fronteira', 'com', 'a', 'Bolívia', 'portando', 'dólares', 'e', 'euros', 'em', 'o', 'valor', 'equivalente', 'a', 'pouco', 'mais', 'de', 'R$', '23', 'mil', '.']",General-purpose functions,Information-providing functions,inform
DOC000007,SENT008,Ele chegou a São Paulo em o sábado ( 7 ) .,"['Ele', 'chegou', 'a', 'São', 'Paulo', 'em', 'o', 'sábado', '(', '7', ')', '.']",General-purpose functions,Information-providing functions,inform
DOC000007,SENT009,"A entrevista a a emissora foi gravada em Cananeia ( SP ) , cidade onde Battisti está morando .","['A', 'entrevista', 'a', 'a', 'emissora', 'foi', 'gravada', 'em', 'Cananeia', '(', 'SP', ')', ',', 'cidade', 'onde', 'Battisti', 'está', 'morando', '.']",General-purpose functions,Information-providing functions,inform
DOC000007,SENT011,"O país onde estou protegido é aqui , afirmou ele , negando que tivesse a intenção de fugir de o país .","['O', 'país', 'onde', 'estou', 'protegido', 'é', 'aqui', ',', 'afirmou', 'ele', ',', 'negando', 'que', 'tivesse', 'a', 'intenção', 'de', 'fugir', 'de', 'o', 'país', '.']",General-purpose functions,Information-providing functions,disconfirm
DOC000007,SENT012,""" Não é verdade o que se fala , que eu não tinha o direito de sair de o país . ""","['""', 'Não', 'é', 'verdade', 'o', 'que', 'se', 'fala', ',', 'que', 'eu', 'não', 'tinha', 'o', 'direito', 'de', 'sair', 'de', 'o', 'país', '.', '""']",General-purpose functions,Information-providing functions,disconfirm
DOC000007,SENT013,"A defesa de o italiano já vinha afirmando que não há impedimento para que ele , em a condição de refugiado , realize viagem , mesmo que seja para o exterior .","['A', 'defesa', 'de', 'o', 'italiano', 'já', 'vinha', 'afirmando', 'que', 'não', 'há', 'impedimento', 'para', 'que', 'ele', ',', 'em', 'a', 'condição', 'de', 'refugiado', ',', 'realize', 'viagem', ',', 'mesmo', 'que', 'seja', 'para', 'o', 'exterior', '.']",General-purpose functions,Information-providing functions,inform
DOC000007,SENT014,"Segundo os advogados , sua situação jurídica em o Brasil está plenamente legalizada há quase dez anos .","['Segundo', 'os', 'advogados', ',', 'sua', 'situação', 'jurídica', 'em', 'o', 'Brasil', 'está', 'plenamente', 'legalizada', 'há', 'quase', 'dez', 'anos', '.']",General-purpose functions,Information-providing functions,inform
DOC000007,SENT015,""" Eu tenho todo o direito de cidadão brasileiro "" , disse Battisti a a TV .","['""', 'Eu', 'tenho', 'todo', 'o', 'direito', 'de', 'cidadão', 'brasileiro', '""', ',', 'disse', 'Battisti', 'a', 'a', 'TV', '.']",General-purpose functions,Information-providing functions,inform
DOC000007,SENT016,O decreto de o Lula não pode ser revogado .,"['O', 'decreto', 'de', 'o', 'Lula', 'não', 'pode', 'ser', 'revogado', '.']",General-purpose functions,Information-providing functions,inform
DOC000007,SENT017,Depois de cinco anos acabou o prazo .,"['Depois', 'de', 'cinco', 'anos', 'acabou', 'o', 'prazo', '.']",General-purpose functions,Information-providing functions,inform
DOC000007,SENT018,"Battisti fugiu de a Itália e , em 2004 , veio para o Brasil .","['Battisti', 'fugiu', 'de', 'a', 'Itália', 'e', ',', 'em', '2004', ',', 'veio', 'para', 'o', 'Brasil', '.']",General-purpose functions,Information-providing functions,inform
DOC000007,SENT020,"Antes de a prisão em a semana passada , o Ministério de a Justiça já havia encaminhado a o presidente Michel Temer um parecer em o qual tratava sobre a extradição de Battisti .","['Antes', 'de', 'a', 'prisão', 'em', 'a', 'semana', 'passada', ',', 'o', 'Ministério', 'de', 'a', 'Justiça', 'já', 'havia', 'encaminhado', 'a', 'o', 'presidente', 'Michel', 'Temer', 'um', 'parecer', 'em', 'o', 'qual', 'tratava', 'sobre', 'a', 'extradição', 'de', 'Battisti', '.']",General-purpose functions,Information-providing functions,inform
DOC000007,SENT021,Agora a Subchefia para Assuntos Jurídicos ( SAJ ) de o Planalto está elaborando uma avaliação que deve ficar pronta em a quarta-feira ( 11 ) .,"['Agora', 'a', 'Subchefia', 'para', 'Assuntos', 'Jurídicos', '(', 'SAJ', ')', 'de', 'o', 'Planalto', 'está', 'elaborando', 'uma', 'avaliação', 'que', 'deve', 'ficar', 'pronta', 'em', 'a', 'quarta-feira', '(', '11', ')', '.']",General-purpose functions,Information-providing functions,inform
DOC000007,SENT022,"A partir de aí , cabe a Temer tomar uma decisão sobre o caso .","['A', 'partir', 'de', 'aí', ',', 'cabe', 'a', 'Temer', 'tomar', 'uma', 'decisão', 'sobre', 'o', 'caso', '.']",General-purpose functions,Information-providing functions,inform
DOC000007,SENT023,"A expectativa é que ele delibere sobre isso logo após a entrega de a análise jurídica , mas oficialmente não há prazo .","['A', 'expectativa', 'é', 'que', 'ele', 'delibere', 'sobre', 'isso', 'logo', 'após', 'a', 'entrega', 'de', 'a', 'análise', 'jurídica', ',', 'mas', 'oficialmente', 'não', 'há', 'prazo', '.']",General-purpose functions,Information-providing functions,inform
DOC000007,SENT024,"A pasta de a Justiça enviou em a sexta-feira ( 6 ) um parecer próprio a o Planalto , em que afirmava não haver nenhum obstáculo jurídico que impeça a extradição .","['A', 'pasta', 'de', 'a', 'Justiça', 'enviou', 'em', 'a', 'sexta-feira', '(', '6', ')', 'um', 'parecer', 'próprio', 'a', 'o', 'Planalto', ',', 'em', 'que', 'afirmava', 'não', 'haver', 'nenhum', 'obstáculo', 'jurídico', 'que', 'impeça', 'a', 'extradição', '.']",General-purpose functions,Information-providing functions,inform
DOC000007,SENT025,É a partir de esse texto que o documento de a SAJ deve ser redigido .,"['É', 'a', 'partir', 'de', 'esse', 'texto', 'que', 'o', 'documento', 'de', 'a', 'SAJ', 'deve', 'ser', 'redigido', '.']",General-purpose functions,Information-providing functions,inform
DOC000007,SENT030,"Posso sair de o Brasil quando e como quiser , diz Cesare Battisti .","['Posso', 'sair', 'de', 'o', 'Brasil', 'quando', 'e', 'como', 'quiser', ',', 'diz', 'Cesare', 'Battisti', '.']",General-purpose functions,Information-providing functions,inform
DOC000008,SENT001,"Por a primeira vez desde que assumiu o comando de a seleção brasileira há quase 16 meses , o técnico Tite afirmou que já pensou em continuar em o cargo após a Copa .","['Por', 'a', 'primeira', 'vez', 'desde', 'que', 'assumiu', 'o', 'comando', 'de', 'a', 'seleção', 'brasileira', 'há', 'quase', '16', 'meses', ',', 'o', 'técnico', 'Tite', 'afirmou', 'que', 'já', 'pensou', 'em', 'continuar', 'em', 'o', 'cargo', 'após', 'a', 'Copa', '.']",General-purpose functions,Information-providing functions,inform
DOC000008,SENT002,Ele assumiu o posto em junho de 2016 após a demissão de Dunga .,"['Ele', 'assumiu', 'o', 'posto', 'em', 'junho', 'de', '2016', 'após', 'a', 'demissão', 'de', 'Dunga', '.']",General-purpose functions,Information-providing functions,inform
DOC000008,SENT004,O treinador ainda coleciona mais duas vitórias e uma derrota em jogos amistosos .,"['O', 'treinador', 'ainda', 'coleciona', 'mais', 'duas', 'vitórias', 'e', 'uma', 'derrota', 'em', 'jogos', 'amistosos', '.']",General-purpose functions,Information-providing functions,inform
DOC000008,SENT005,"Pensar eu pensei [ seguir após Mundial ] , mas ainda é utopia , temos que crescer muito a mentalidade para esse tipo de coisa acontecer .","['Pensar', 'eu', 'pensei', '[', 'seguir', 'após', 'Mundial', ']', ',', 'mas', 'ainda', 'é', 'utopia', ',', 'temos', 'que', 'crescer', 'muito', 'a', 'mentalidade', 'para', 'esse', 'tipo', 'de', 'coisa', 'acontecer', '.']",General-purpose functions,Information-providing functions,inform
DOC000008,SENT006,"Temos que evoluir como técnicos , como dirigentes e como formadores de opinião .","['Temos', 'que', 'evoluir', 'como', 'técnicos', ',', 'como', 'dirigentes', 'e', 'como', 'formadores', 'de', 'opinião', '.']",General-purpose functions,Information-providing functions,inform
